"rgn_id","habitat","extent_rank","layer"
14,"kelp",6.98600617264119,"element_wts_cp_km2_x_protection"
15,"kelp",55.0147986095494,"element_wts_cp_km2_x_protection"
16,"kelp",128000.224847447,"element_wts_cp_km2_x_protection"
20,"kelp",32355.6875885877,"element_wts_cp_km2_x_protection"
21,"kelp",13393.9203344963,"element_wts_cp_km2_x_protection"
42,"kelp",64.620557096931,"element_wts_cp_km2_x_protection"
55,"kelp",1196.3535570648,"element_wts_cp_km2_x_protection"
58,"kelp",275.073993047747,"element_wts_cp_km2_x_protection"
59,"kelp",1107.28197836363,"element_wts_cp_km2_x_protection"
62,"kelp",11835.1677072258,"element_wts_cp_km2_x_protection"
63,"kelp",998.12563191611,"element_wts_cp_km2_x_protection"
68,"kelp",21.8312692895037,"element_wts_cp_km2_x_protection"
69,"kelp",2544.65274838455,"element_wts_cp_km2_x_protection"
70,"kelp",3088.68797907899,"element_wts_cp_km2_x_protection"
73,"kelp",22019.891456165,"element_wts_cp_km2_x_protection"
76,"kelp",644.45906942615,"element_wts_cp_km2_x_protection"
80,"kelp",679.389100289356,"element_wts_cp_km2_x_protection"
84,"kelp",556.260741496555,"element_wts_cp_km2_x_protection"
88,"kelp",1.7465015431603,"element_wts_cp_km2_x_protection"
90,"kelp",335.328296286777,"element_wts_cp_km2_x_protection"
91,"kelp",428.766128845853,"element_wts_cp_km2_x_protection"
95,"kelp",6286.53230460549,"element_wts_cp_km2_x_protection"
101,"kelp",25641.2624059079,"element_wts_cp_km2_x_protection"
102,"kelp",40246.3815605859,"element_wts_cp_km2_x_protection"
135,"kelp",4117.3773880004,"element_wts_cp_km2_x_protection"
137,"kelp",14.8452631168625,"element_wts_cp_km2_x_protection"
138,"kelp",8089.7951479185,"element_wts_cp_km2_x_protection"
141,"kelp",6987.75267418435,"element_wts_cp_km2_x_protection"
143,"kelp",58950.5398370611,"element_wts_cp_km2_x_protection"
144,"kelp",1621.62668282434,"element_wts_cp_km2_x_protection"
145,"kelp",28383.2698286696,"element_wts_cp_km2_x_protection"
147,"kelp",2.61975231474045,"element_wts_cp_km2_x_protection"
155,"kelp",6.11275540106104,"element_wts_cp_km2_x_protection"
162,"kelp",108063.909732272,"element_wts_cp_km2_x_protection"
163,"kelp",147335.743431774,"element_wts_cp_km2_x_protection"
171,"kelp",6715.29843345135,"element_wts_cp_km2_x_protection"
172,"kelp",45305.1232803497,"element_wts_cp_km2_x_protection"
173,"kelp",345.807305545739,"element_wts_cp_km2_x_protection"
174,"kelp",12849.8851038019,"element_wts_cp_km2_x_protection"
175,"kelp",31228.3208424777,"element_wts_cp_km2_x_protection"
176,"kelp",13629.698042823,"element_wts_cp_km2_x_protection"
177,"kelp",8482.75799512957,"element_wts_cp_km2_x_protection"
178,"kelp",7278.54518112054,"element_wts_cp_km2_x_protection"
179,"kelp",33862.918420335,"element_wts_cp_km2_x_protection"
180,"kelp",111003.271829411,"element_wts_cp_km2_x_protection"
181,"kelp",27700.3877252939,"element_wts_cp_km2_x_protection"
182,"kelp",17372.4508498155,"element_wts_cp_km2_x_protection"
183,"kelp",11051.8617651184,"element_wts_cp_km2_x_protection"
184,"kelp",633.106809395608,"element_wts_cp_km2_x_protection"
188,"kelp",105.663343361198,"element_wts_cp_km2_x_protection"
189,"kelp",7.85925694422134,"element_wts_cp_km2_x_protection"
209,"kelp",5136.46103843444,"element_wts_cp_km2_x_protection"
210,"kelp",100415.979474773,"element_wts_cp_km2_x_protection"
218,"kelp",88036.7765368527,"element_wts_cp_km2_x_protection"
222,"kelp",33604.4361919473,"element_wts_cp_km2_x_protection"
223,"kelp",80019.4612029754,"element_wts_cp_km2_x_protection"
224,"kelp",99833.521210129,"element_wts_cp_km2_x_protection"
227,"kelp",1811.12210025723,"element_wts_cp_km2_x_protection"
228,"kelp",1281.93213267966,"element_wts_cp_km2_x_protection"
