"rgn_name","rgn_id","product","year","tonnes","usd","usd_ix0","usd_coef","tonnes_mdl","tonnes_orig","tonnes_ix0","tonnes_coef","usd_mdl","usd_orig","n_years","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight","usd_rel","tonnes_rel_orig","tonnes_rel","km2","exposure_raw","exposure_product_max","exposure","risk","sustainability","product_status"
"Vanuatu",6,"corals",1998,25,34,,,,25,,,,34,14,,,31.2,67.6,0.123368920521945,0.502958579881657,0.801282051282051,0.801282051282051,459.33,0.0544271003418022,289.72230174635,0.00934311414627284,1,0.495328442926864,0.396897790806782
"Vanuatu",6,"corals",1999,48,54,,,,48,,,,54,14,,,31.2,67.6,0.123368920521945,0.798816568047337,1,1,459.33,0.10450003265626,289.72230174635,0.0175222701167635,1,0.491238864941618,0.491238864941618
"Vanuatu",6,"corals",2000,0,0,,,,0,,,,0,14,,,31.2,67.6,0.123368920521945,0,0,0,459.33,0,289.72230174635,0,1,0.5,0
"Vanuatu",6,"corals",2001,25.5,46.75,,,,29,,,,99,14,25.5,46.75,31.2,67.6,0.123368920521945,0.691568047337278,0.817307692307692,0.817307692307692,459.33,0.0555156423486382,289.72230174635,0.00952501725405295,1,0.495237491372974,0.404761411218296
"Vanuatu",6,"corals",2002,34,52.5,,,,59,,,,57,14,34,52.5,31.2,67.6,0.123368920521945,0.776627218934911,1,1,459.33,0.074020856464851,289.72230174635,0.0125889943589165,1,0.493705502820542,0.493705502820542
"Vanuatu",6,"corals",2003,37.75,93.75,,,,63,,,,219,14,37.75,93.75,31.2,67.6,0.123368920521945,1,1,1,459.33,0.0821849215161213,289.72230174635,0.0139240024067778,1,0.493037998796611,0.493037998796611
"Vanuatu",6,"corals",2004,46.75,104,,,,36,,,,41,14,46.75,104,31.2,67.6,0.123368920521945,1,1,1,459.33,0.10177867763917,289.72230174635,0.0170873689175926,1,0.491456315541204,0.491456315541204
"Vanuatu",6,"corals",2005,47.5,83,,,,32,,,,15,14,47.5,83,31.2,67.6,0.123368920521945,1,1,1,459.33,0.103411490649424,289.72230174635,0.0173484383598623,1,0.491325780820069,0.491325780820069
"Vanuatu",6,"corals",2006,32.75,68.75,,,,0,,,,0,14,32.75,68.75,31.2,67.6,0.123368920521945,1,1,1,459.33,0.0712995014477609,289.72230174635,0.0121417356167337,1,0.493929132191633,0.493929132191633
"Vanuatu",6,"corals",2007,17,14,,,,0,,,,0,14,17,14,31.2,67.6,0.123368920521945,0.207100591715976,0.544871794871795,0.544871794871795,459.33,0.0370104282324255,289.72230174635,0.00640684490270273,1,0.496796577548649,0.270690442895097
"Vanuatu",6,"corals",2008,8,3.75,,,,0,,,,0,14,8,3.75,31.2,67.6,0.123368920521945,0.0554733727810651,0.256410256410256,0.256410256410256,459.33,0.0174166721093767,289.72230174635,0.00304400889703135,1,0.498477995551484,0.127814870654227
"Vanuatu",6,"corals",2009,0,0,,,,0,,,,0,14,0,0,31.2,67.6,0.123368920521945,0,0,0,459.33,0,289.72230174635,0,1,0.5,0
"Vanuatu",6,"corals",2010,0,0,,,,0,,,,0,14,0,0,31.2,67.6,0.123368920521945,0,0,0,459.33,0,289.72230174635,0,1,0.5,0
"Vanuatu",6,"corals",2011,0,0,,,,0,,,,0,14,0,0,31.2,67.6,0.123368920521945,0,0,0,459.33,0,289.72230174635,0,1,0.5,0
"Solomon Islands",7,"corals",1998,391,1007,,,,391,,,,1007,14,,,254.15,654.55,0.725504322766571,1,1,1,2197.97,0.177891417990236,289.72230174635,0.0288637639576156,1,0.485568118021192,0.485568118021192
"Solomon Islands",7,"corals",1999,238,810,,,,238,,,,810,14,,,254.15,654.55,0.725504322766571,1,0.936454849498328,0.936454849498328,2197.97,0.108281732689709,289.72230174635,0.0181248497845604,1,0.49093757510772,0.459740873010574
"Solomon Islands",7,"corals",2000,169,642,,,,169,,,,642,14,,,254.15,654.55,0.725504322766571,0.980826522038041,0.664961636828645,0.664961636828645,2197.97,0.0768891295149615,289.72230174635,0.0130591742719316,1,0.493470412864034,0.328138893464575
"Solomon Islands",7,"corals",2001,235.25,818,,,,143,,,,813,14,235.25,818,254.15,654.55,0.725504322766571,1,0.925634467833956,0.925634467833956,2197.97,0.107030578215353,289.72230174635,0.0179257175459917,1,0.491037141227004,0.454520902906365
"Solomon Islands",7,"corals",2002,204,722.25,,,,266,,,,624,14,204,722.25,254.15,654.55,0.725504322766571,1,0.802675585284281,0.802675585284281,2197.97,0.0928129137340364,289.72230174635,0.0156469077293964,1,0.492176546135302,0.395058097232349
"Solomon Islands",7,"corals",2003,177.25,651.25,,,,131,,,,526,14,177.25,651.25,254.15,654.55,0.725504322766571,0.994958368344664,0.697422781821759,0.697422781821759,2197.97,0.0806425929380292,289.72230174635,0.0136725703483165,1,0.493163714825842,0.343943609887391
"Solomon Islands",7,"corals",2004,183.5,712.25,,,,194,,,,886,14,183.5,712.25,254.15,654.55,0.725504322766571,1,0.722014558331694,0.722014558331694,2197.97,0.0834861258342926,289.72230174635,0.0141358476003243,1,0.492932076199838,0.355904135284951
"Solomon Islands",7,"corals",2005,218.25,745.5,,,,282,,,,946,14,218.25,745.5,254.15,654.55,0.725504322766571,1,0.858744835726933,0.858744835726933,2197.97,0.0992961687375169,289.72230174635,0.0166896999102634,1,0.491655150044868,0.422206321059581
"Solomon Islands",7,"corals",2006,246.25,789.25,,,,378,,,,799,14,246.25,789.25,254.15,654.55,0.725504322766571,1,0.968915994491442,0.968915994491442,2197.97,0.112035196112777,289.72230174635,0.0187209004661632,1,0.490639549766918,0.475388507299247
"Solomon Islands",7,"corals",2007,312.75,831.75,,,,397,,,,696,14,312.75,831.75,254.15,654.55,0.725504322766571,1,1,1,2197.97,0.142290386129019,289.72230174635,0.023453228922976,1,0.488273385538512,0.488273385538512
"Solomon Islands",7,"corals",2008,369.25,810.25,,,,420,,,,800,14,369.25,810.25,254.15,654.55,0.725504322766571,1,1,1,2197.97,0.16799592351124,289.72230174635,0.0273764642851995,1,0.4863117678574,0.4863117678574
"Solomon Islands",7,"corals",2009,368.75,786.25,,,,280,,,,850,14,368.75,786.25,254.15,654.55,0.725504322766571,1,1,1,2197.97,0.167768440879539,289.72230174635,0.0273421255120832,1,0.486328937243958,0.486328937243958
"Solomon Islands",7,"corals",2010,333.75,770,,,,238,,,,734,14,333.75,770,254.15,654.55,0.725504322766571,1,1,1,2197.97,0.151844656660464,289.72230174635,0.0249216365233495,1,0.487539181738325,0.487539181738325
"Solomon Islands",7,"corals",2011,324,644.75,,,,358,,,,195,14,324,644.75,254.15,654.55,0.725504322766571,0.985027881750821,1,1,2197.97,0.147408745342293,289.72230174635,0.0242413966053923,1,0.487879301697304,0.487879301697304
"Palau",8,"corals",1998,50,195,,,,50,,,,195,14,,,32.5,126.75,0.605120248254461,1,1,1,496.006,0.100805232194772,289.72230174635,0.0169315411889754,1,0.491534229405512,0.491534229405512
"Palau",8,"corals",1999,38,4,,,,38,,,,4,14,,,32.5,126.75,0.605120248254461,0.0315581854043393,1,1,496.006,0.0766119764680266,289.72230174635,0.0130137968186767,1,0.493493101590662,0.493493101590662
"Palau",8,"corals",2000,20,3,,,,20,,,,3,14,,,32.5,126.75,0.605120248254461,0.0236686390532544,0.615384615384615,0.615384615384615,496.006,0.0403220928779087,289.72230174635,0.00696893541763952,1,0.49651553229118,0.305548019871496
"Palau",8,"corals",2001,27,50.5,,,,0,,,,0,14,27,50.5,32.5,126.75,0.605120248254461,0.398422090729783,0.830769230769231,0.830769230769231,496.006,0.0544348253851768,289.72230174635,0.00934440571743007,1,0.495327797141285,0.411503093009683
"Palau",8,"corals",2002,14.5,1.75,,,,0,,,,0,14,14.5,1.75,32.5,126.75,0.605120248254461,0.0138067061143984,0.446153846153846,0.446153846153846,496.006,0.0292335173364838,289.72230174635,0.00507977702453824,1,0.497460111487731,0.221943742048372
