"rgn_name","rgn_id","product","year","tonnes","usd","usd_ix0","usd_coef","tonnes_mdl","tonnes_orig","tonnes_ix0","tonnes_coef","usd_mdl","usd_orig","tonnes_peak","usd_peak","usd_peak_product_weight","usd_rel","tonnes_rel_orig","tonnes_rel","area_km2","exposure_raw","exposure_product_max","exposure","risk","sustainability","product_status"
"Vanuatu",6,"corals",1998,25,34,,,,25,,,,34,40.95,142.35,0.213035019455253,0.238847910080787,0.61050061050061,0.61050061050061,2129.85863188398,0.0117378682442816,30.4560219657476,0.00338385031050673,1,0.498308074844747,0.304217383910102
"Vanuatu",6,"corals",1999,48,54,,,,48,,,,54,40.95,142.35,0.213035019455253,0.379346680716544,1,1,2129.85863188398,0.0225367070290207,30.4560219657476,0.00646249763735413,1,0.496768751181323,0.496768751181323
"Vanuatu",6,"corals",2000,0,0,,,,0,,,,0,40.95,142.35,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2001,29,99,,,,29,,,,99,40.95,142.35,0.213035019455253,0.695468914646997,0.708180708180708,0.708180708180708,2129.85863188398,0.0136159271633666,30.4560219657476,0.0039216206122639,1,0.498039189693868,0.35270174605915
"Vanuatu",6,"corals",2002,59,57,,,,59,,,,57,40.95,142.35,0.213035019455253,0.400421496311907,1,1,2129.85863188398,0.0277013690565046,30.4560219657476,0.00792341922337513,1,0.496038290388312,0.496038290388312
"Vanuatu",6,"corals",2003,63,219,,,,63,,,,219,40.95,142.35,0.213035019455253,1,1,1,2129.85863188398,0.0295794279755896,30.4560219657476,0.00845284384721782,1,0.495773578076391,0.495773578076391
"Vanuatu",6,"corals",2004,36,41,,,,36,,,,41,40.95,142.35,0.213035019455253,0.288022479803302,0.879120879120879,0.879120879120879,2129.85863188398,0.0169025302717655,30.4560219657476,0.0048603254904583,1,0.497569837254771,0.437424032751447
"Vanuatu",6,"corals",2005,32,15,,,,32,,,,15,40.95,142.35,0.213035019455253,0.105374077976818,0.781440781440781,0.781440781440781,2129.85863188398,0.0150244713526804,30.4560219657476,0.00432429485607315,1,0.497837852571963,0.389030800544636
"Vanuatu",6,"corals",2006,0,0,,,,0,,,,0,40.95,142.35,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2007,0,0,,,,0,,,,0,40.95,142.35,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2008,0,0,,,,0,,,,0,40.95,142.35,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2009,0,0,,,,0,,,,0,40.95,142.35,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
"Vanuatu",6,"corals",2010,0,0,,,,0,,,,0,40.95,142.35,0.213035019455253,0,0,0,2129.85863188398,0,30.4560219657476,0,1,0.5,0
