"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.8,77.37,83.36,87.27,91.22,87.81,79.12,71.02,87.83,82.38,76.94,53.69,53.36,23.74,67.6,63.05,58.5,49.77,53.84
"Howland Island and Baker Island",158,90.74,86.56,78.82,89.41,100,100,,97.75,,,,92.17,92.17,,57.13,78.56,100,,
"Heard and McDonald Islands",94,88.93,90.54,90.35,95.18,100,,,99.71,,,,86.86,86.86,,44.71,72.36,100,,
"Kerguelen Islands",93,86.72,89.3,85.8,92.9,100,,,98.78,,,,77.2,77.2,,50.82,75.41,100,,
"Germany",176,85.15,96.83,85.32,88.87,92.41,100,100,49.44,100,91.86,83.73,59.6,58.51,11.01,89.75,94.87,100,73.38,97.7
"South Georgia and the South Sandwich Islands",89,84.8,90.26,89.04,93.37,97.7,,,98.89,,,,55.42,55.42,,72.08,86.04,100,,
"Christmas Island",2,83.96,96.58,83.5,89.09,94.68,93.12,92.76,81.55,100,96.35,92.7,65.43,65.43,0,58.54,57.02,55.49,,83.8
"Phoenix Islands (Kiribati)",157,83.89,61.69,78.56,87.03,95.51,100,,97.9,68.6,74.38,80.15,78.11,78.11,0,61.6,80.8,100,,91.21
"Norfolk Island",3,83.84,96.58,84.43,92.22,100,,,77.98,100,96.35,92.7,45.56,45.56,0,88.37,94.19,100,,84.01
"Aruba",250,82.94,92.55,89.43,93.69,97.95,99.99,99.95,57.77,100,100,100,53.78,53.78,0,85.61,48.72,11.83,,100
"Macquarie Island",4,82.93,96.58,89.45,94.73,100,,,98.37,,,,37.5,37.5,,74.93,87.47,100,,
"New Caledonia",5,82.9,65.81,88.91,88.47,88.03,77,78.72,85.93,92.61,96.3,100,75.93,61.93,10.99,68.54,78.52,88.49,99.98,96.34
"Jan Mayen",144,82.66,95.33,77.19,65.47,53.75,,,92.58,90.64,88.19,85.75,68.4,68.4,,72.04,86.02,100,,
"Jarvis Island",149,82.3,93.68,77.49,82.38,87.27,,,98.38,,,,58.4,58.4,,57.3,78.65,100,,
"Seychelles",31,81.63,75.74,86.2,91.9,97.6,86.61,100,80.11,69.62,84.81,100,62.82,62.82,0,63.64,61.75,59.86,72.58,100
"Cocos Islands",1,81.52,96.58,83.1,90.34,97.59,97.62,92.76,88.82,100,96.35,92.7,49.74,49.74,0,73.27,36.63,0,,84.83
"Amsterdam Island and Saint Paul Island",92,81.52,89.15,77.15,88.57,100,,,90.68,,,,63.92,63.92,,50.58,75.29,100,,
"Palmyra Atoll",150,80.54,93.68,77.26,85.15,93.04,77.56,,92.72,,,,55.62,55.62,,57.01,78.5,100,,
"Australia",16,80.3,97.89,92.44,93.46,94.48,89.4,92.92,82.77,100,95.62,91.23,50.63,43.09,12.41,85.83,92.92,100,49.68,65.27
"Northern Saint-Martin",221,80.17,86.91,94.75,95.7,96.65,95.26,100,45.57,85.14,90.75,96.36,19.45,19.45,0,75.74,87.87,100,,100
"Pitcairn",146,80.16,72.19,80.64,90.32,100,100,,85.59,73.23,81.26,89.28,87.03,87.03,0,77.46,38.73,0,,86.15
