"rgn_id","habitat","extent","health","trend","rank","status","trend_score"
1,"coral",102.17,1,0.0681151579033718,4,95.2398276832372,0.0681151579033718
1,"seagrass",199.974,0.855116269050631,NA,1,95.2398276832372,0.0681151579033718
2,"coral",1.7465,1,0.0681151579033718,4,86.2452127577689,0.0681151579033718
2,"seagrass",130.988,0.855116269050631,NA,1,86.2452127577689,0.0681151579033718
3,"coral",NA,1,0.0681151579033718,4,NA,NA
3,"seagrass",NA,0.855116269050631,NA,1,NA,NA
5,"coral",4381.1,0.730957557997747,-0.0786428796215429,4,73.1909984751514,-0.0767605767797152
5,"mangrove",112.6493,0.798076923076923,-0.003555,4,73.1909984751514,-0.0767605767797152
5,"seagrass",1310.75,0.721897450142865,NA,1,73.1909984751514,-0.0767605767797152
6,"coral",459.33,0.964113890082612,NA,4,92.1668948070207,0
6,"mangrove",5.239501,0.833333333333333,0,4,92.1668948070207,0
6,"seagrass",1143.96,0.855116269050631,NA,1,92.1668948070207,0
7,"coral",2197.97,0.730957557997747,0.208180059523813,4,72.6220812850807,0.187863807571456
7,"mangrove",234.031201,0.687086092715232,-0.002942,4,72.6220812850807,0.187863807571456
7,"seagrass",1158.8,0.721897450142865,NA,1,72.6220812850807,0.187863807571456
8,"coral",496.006,1,-0.0445193452381374,4,96.3343718217982,-0.284243550743558
8,"mangrove",33.18351,1,-0.001459,4,96.3343718217982,-0.284243550743558
8,"seagrass",716.939,0.855116269050631,-1,1,96.3343718217982,-0.284243550743558
9,"coral",3060.74,0.964113890082612,-0.0252867870223818,4,95.2885928829479,0.0865858381295085
9,"mangrove",61.127611,1,-0.004317,4,95.2885928829479,0.0865858381295085
9,"seagrass",1523.82,0.855116269050631,1,1,95.2885928829479,0.0865858381295085
10,"coral",3.493,0.964113890082612,NA,4,96.4113890082612,NA
11,"coral",1789.29,0.964113890082612,NA,4,95.7038053277687,NA
11,"seagrass",496.88,0.855116269050631,NA,1,95.7038053277687,NA
12,"coral",7.85926,0.743013670160413,NA,4,74.3013670160413,NA
13,"coral",169.411,1,-0.0245904234417265,4,96.695180135891,-0.0245904234417265
13,"seagrass",413.921,0.912847483095417,NA,1,96.695180135891,-0.0245904234417265
14,"coral",330.962,1,-0.0139744103773616,4,95.7863958084414,-0.0139744103773616
14,"mangrove",NA,NA,-0.018072,4,95.7863958084414,-0.0139744103773616
14,"seagrass",1239.14,0.912847483095417,NA,1,95.7863958084414,-0.0139744103773616
15,"coral",9668.63,1,0.00811643101027029,4,96.2500330448508,-0.229828396310744
