"rgn_id","habitat","extent","health","trend","rank","status","trend_score"
1,"coral",102.17,1,0.0681151579033718,4,95.2398276832372,0.0681151579033718
1,"mangrove",NA,NA,NA,4,95.2398276832372,0.0681151579033718
1,"seagrass",199.974,0.855116269050631,NA,1,95.2398276832372,0.0681151579033718
2,"coral",1.7465,1,0.0681151579033718,4,86.2452127577689,0.0681151579033718
2,"mangrove",NA,NA,NA,4,86.2452127577689,0.0681151579033718
2,"seagrass",130.988,0.855116269050631,NA,1,86.2452127577689,0.0681151579033718
3,"coral",NA,1,0.0681151579033718,4,NA,NA
3,"mangrove",NA,NA,NA,4,NA,NA
3,"seagrass",NA,0.855116269050631,NA,1,NA,NA
4,"mangrove",NA,NA,NA,4,NA,NA
5,"coral",4381.1,0.730957557997747,-0.0786428796215429,4,73.1329620624985,-0.0774499417171897
5,"mangrove",70.727172,0.798076923076923,-0.003555,4,73.1329620624985,-0.0774499417171897
5,"seagrass",1310.75,0.721897450142865,NA,1,73.1329620624985,-0.0774499417171897
6,"coral",459.33,0.964113890082612,NA,4,92.1159914667524,0
6,"mangrove",9.589663,0.833333333333333,0,4,92.1159914667524,0
6,"seagrass",1143.96,0.855116269050631,NA,1,92.1159914667524,0
7,"coral",2197.97,0.730957557997747,0.208180059523813,4,72.4849603118786,0.180413039589875
7,"mangrove",332.857373,0.687086092715232,-0.002942,4,72.4849603118786,0.180413039589875
7,"seagrass",1158.8,0.721897450142865,NA,1,72.4849603118786,0.180413039589875
8,"coral",496.006,1,-0.0445193452381374,4,96.3552272596994,-0.282634659893002
8,"mangrove",37.237123,1,-0.001459,4,96.3552272596994,-0.282634659893002
8,"seagrass",716.939,0.855116269050631,-1,1,96.3552272596994,-0.282634659893002
9,"coral",3060.74,0.964113890082612,-0.0252867870223818,4,95.2132044471962,0.0880403977975052
9,"mangrove",5.960785,1,-0.004317,4,95.2132044471962,0.0880403977975052
9,"seagrass",1523.82,0.855116269050631,1,1,95.2132044471962,0.0880403977975052
10,"coral",3.493,0.964113890082612,NA,4,96.4113890082612,NA
10,"mangrove",NA,NA,NA,4,96.4113890082612,NA
11,"coral",1789.29,0.964113890082612,NA,4,95.7038053277687,NA
11,"mangrove",NA,NA,NA,4,95.7038053277687,NA
11,"seagrass",496.88,0.855116269050631,NA,1,95.7038053277687,NA
12,"coral",7.85926,0.743013670160413,NA,4,74.3013670160413,NA
12,"mangrove",NA,NA,NA,4,74.3013670160413,NA
13,"coral",169.411,1,-0.0245904234417265,4,96.695180135891,-0.0245904234417265
13,"mangrove",NA,NA,NA,4,96.695180135891,-0.0245904234417265
13,"seagrass",413.921,0.912847483095417,NA,1,96.695180135891,-0.0245904234417265
14,"coral",330.962,1,-0.0139744103773616,4,95.7751385159074,-0.013979030361887
14,"mangrove",0.373577,0.764670001153157,-0.018072,4,95.7751385159074,-0.013979030361887
14,"seagrass",1239.14,0.912847483095417,NA,1,95.7751385159074,-0.013979030361887
15,"coral",9668.63,1,0.00811643101027029,4,95.9144708440259,-0.224793681716085
15,"mangrove",1642.331952,0.813559322033898,-0.00636,4,95.9144708440259,-0.224793681716085
15,"seagrass",13470.8,0.912847483095417,-1,1,95.9144708440259,-0.224793681716085
16,"coral",31682.4,0.730957557997747,-0.0190278366425452,4,78.7994669976984,0.266050255076774
16,"mangrove",1872.446259,0.99519890260631,-0.001105,4,78.7994669976984,0.266050255076774
16,"saltmarsh",13028.95,1,0.5,3,78.7994669976984,0.266050255076774
16,"seagrass",39491,0.721897450142865,1,1,78.7994669976984,0.266050255076774
17,"coral",6471.66,0.953679013210641,-0.158933368978923,4,86.0236182436102,0.105962178751837
17,"mangrove",1886.766661,0.697247706422018,-0.003458,4,86.0236182436102,0.105962178751837
17,"seagrass",8593.66,0.721897450142865,1,1,86.0236182436102,0.105962178751837
18,"coral",3011.84,1,0.0546468300233814,4,97.1355885490825,-0.0266252322030891
18,"mangrove",291.484831,0.778723404255319,-0.001034,4,97.1355885490825,-0.0266252322030891
18,"seagrass",1036.55,0.855116269050631,-1,1,97.1355885490825,-0.0266252322030891
19,"coral",889.843,1,0.0550549450549175,4,100,0.0550549450549175
19,"mangrove",NA,NA,NA,4,100,0.0550549450549175
20,"mangrove",NA,NA,NA,4,NA,NA
20,"seagrass",NA,0,-1,1,NA,NA
21,"mangrove",NA,NA,NA,4,100,0.172727272727276
21,"seaice_shoreline",2014.67803030303,1,0.172727272727276,4,100,0.172727272727276
24,"coral",29.6905,1,-0.212525000000005,4,79.8513457197268,-0.065769323855931
24,"mangrove",150.528593,0.758771929824561,-0.036823,4,79.8513457197268,-0.065769323855931
25,"coral",155.439,1,0.0134611882146353,4,87.1754839845431,-0.277698485917775
25,"mangrove",913.796046,0.857142857142857,-0.014541,4,87.1754839845431,-0.277698485917775
25,"seagrass",1582.33,0.855116269050631,-1,1,87.1754839845431,-0.277698485917775
26,"coral",645.332,1,0.178472979597135,4,93.4539646186534,0.115118564872537
26,"mangrove",306.372483,0.884152358397474,-0.0183289,4,93.4539646186534,0.115118564872537
26,"seagrass",1350.05,0.855116269050631,NA,1,93.4539646186534,0.115118564872537
28,"coral",160.678,0.755307777337641,NA,4,82.1282753413051,0
28,"mangrove",0.706401,0.917327754951335,0,4,82.1282753413051,0
28,"seagrass",1245.26,0.855116269050631,NA,1,82.1282753413051,0
29,"coral",280.314,0.855746556788467,0.0923117094017261,4,85.6100216655263,0.0912326224105622
29,"mangrove",3.171394,1,-0.004146,4,85.6100216655263,0.0912326224105622
29,"seagrass",1452.22,0.855116269050631,NA,1,85.6100216655263,0.0912326224105622
30,"coral",165.918,0.855746556788467,0.0923117094017261,4,85.5746556788467,0.0923117094017261
30,"mangrove",NA,NA,NA,4,85.5746556788467,0.0923117094017261
30,"seagrass",NA,0.855116269050631,NA,1,85.5746556788467,0.0923117094017261
31,"coral",1428.64,0.855746556788467,-0.163570313720881,4,85.622639615945,-0.163026219419213
31,"mangrove",4.768036,1,0,4,85.622639615945,-0.163026219419213
32,"coral",9.60576,0.855746556788467,0.0923117094017261,4,85.5746556788467,0.0923117094017261
32,"mangrove",NA,NA,NA,4,85.5746556788467,0.0923117094017261
32,"seagrass",NA,0.855116269050631,NA,1,85.5746556788467,0.0923117094017261
33,"coral",50.6485,0.855746556788467,0.0923117094017261,4,85.5746556788467,0.0923117094017261
33,"mangrove",NA,NA,NA,4,85.5746556788467,0.0923117094017261
33,"seagrass",NA,0.855116269050631,NA,1,85.5746556788467,0.0923117094017261
